Date,Open,High,Low,Close,Adj Close,Volume
2021-03-30,68.720001,70.739998,68.320000,69.309998,69.309998,7232700
2021-03-31,70.290001,74.660004,70.179001,74.029999,74.029999,9376700
2021-04-01,75.769997,78.670998,75.769997,77.730003,77.730003,11505100
2021-04-05,79.370003,80.300003,77.830002,79.529999,79.529999,11123100
2021-04-06,80.639999,84.367996,80.430000,83.290001,83.290001,12118600
2021-04-07,82.589996,85.550003,82.010002,83.800003,83.800003,9861100
2021-04-08,84.989998,86.113998,83.919998,85.980003,85.980003,8559700
2021-04-09,85.260002,86.089996,83.129997,85.529999,85.529999,8565400
2021-04-12,85.003998,85.003998,81.540001,83.980003,83.980003,8730000
2021-04-13,84.459999,84.610001,82.445999,83.900002,83.900002,7394600
2021-04-14,84.660004,88.830002,82.970001,83.489998,83.489998,9402000
2021-04-15,84.839996,85.158997,83.300003,84.430000,84.430000,7782700
2021-04-16,84.084999,84.084999,75.309998,76.220001,76.220001,35050400
2021-04-19,75.599998,75.790001,71.510002,73.910004,73.910004,16897000
2021-04-20,73.790001,74.239998,70.651001,71.320000,71.320000,10904800
2021-04-21,70.860001,72.940002,69.849998,72.510002,72.510002,9923500
2021-04-22,73.970001,74.220001,71.430000,71.989998,71.989998,11826400
2021-04-23,74.970001,75.889999,72.352997,74.989998,74.989998,14231700
2021-04-26,74.889999,76.739998,74.129997,76.730003,76.730003,9903900
2021-04-27,76.389999,78.629997,75.949997,77.580002,77.580002,19171800
2021-04-28,69.190002,69.669998,65.830002,66.330002,66.330002,60523500
2021-04-29,67.110001,68.400002,65.360001,68.209999,68.209999,21440300
2021-04-30,66.919998,67.411003,65.809998,66.370003,66.370003,14473300
2021-05-03,66.709999,67.370003,63.250000,63.709999,63.709999,15241900
2021-05-04,62.930000,63.217999,59.849998,62.299999,62.299999,21606000
2021-05-05,62.900002,63.119999,61.250000,61.830002,61.830002,13432300
2021-05-06,61.040001,61.075001,57.049999,59.220001,59.220001,25708600
2021-05-07,60.099998,61.330002,58.910000,59.860001,59.860001,15522400
2021-05-10,58.509998,60.139999,57.195000,58.360001,58.360001,17872200
2021-05-11,55.860001,60.340000,55.603001,59.709999,59.709999,16676700
2021-05-12,58.439999,59.410000,55.250000,57.119999,57.119999,15598600
2021-05-13,57.730000,57.799999,53.939999,55.450001,55.450001,13914500
2021-05-14,55.849998,58.299999,55.580002,58.049999,58.049999,9818600
2021-05-17,57.500000,58.130001,56.340000,58.099998,58.099998,7426000
2021-05-18,58.939999,60.080002,58.160000,58.279999,58.279999,7765500
2021-05-19,56.639999,58.700001,56.130001,58.630001,58.630001,7106600
2021-05-20,58.720001,61.830002,58.720001,61.340000,61.340000,13620700
2021-05-21,61.419998,61.980000,60.474998,60.860001,60.860001,8880300
2021-05-24,61.259998,63.520000,60.770000,62.910000,62.910000,7441200
2021-05-25,63.130001,64.514999,62.750000,63.759998,63.759998,8825500
2021-05-26,62.224998,63.459999,60.840000,62.939999,62.939999,12483300
2021-05-27,63.000000,64.699997,62.060001,64.300003,64.300003,9377700
2021-05-28,64.750000,65.849998,64.459999,65.300003,65.300003,9627800
2021-06-01,66.000000,66.629997,63.880001,64.370003,64.370003,6973400
2021-06-02,64.389999,64.480003,63.189999,64.070000,64.070000,7326400
2021-06-03,63.700001,64.330002,62.419998,62.610001,62.610001,5534900
2021-06-04,63.049999,63.689999,62.630001,62.889999,62.889999,4927500
2021-06-07,62.880001,65.459999,62.020000,65.430000,65.430000,7293100
2021-06-08,66.000000,68.105003,65.550003,66.040001,66.040001,9752000
2021-06-09,66.040001,67.589996,65.930000,66.120003,66.120003,7873000
2021-06-10,66.360001,68.415001,66.065002,68.250000,68.250000,7729500
2021-06-11,68.199997,69.080002,67.889999,68.180000,68.180000,7284900
2021-06-14,68.500000,70.000000,67.945000,68.669998,68.669998,8206800
2021-06-15,68.790001,71.300003,68.080002,70.540001,70.540001,20100500
2021-06-16,70.540001,71.599998,68.699997,69.660004,69.660004,11123000
2021-06-17,69.000000,73.480003,69.000000,73.139999,73.139999,13446000
2021-06-18,73.169998,74.580002,72.870003,74.190002,74.190002,14347200
2021-06-21,73.139999,73.250999,70.019997,71.129997,71.129997,14161800
2021-06-22,71.339996,73.650002,71.230003,73.160004,73.160004,9047300
2021-06-23,73.500000,75.220001,73.309998,74.790001,74.790001,8483700
2021-06-24,75.550003,76.790001,74.809998,76.279999,76.279999,8455200
2021-06-25,76.945000,77.459999,75.199997,76.839996,76.839996,15657500
2021-06-28,77.330002,78.989998,76.769997,78.800003,78.800003,7468600
2021-06-29,78.550003,79.120003,77.410004,78.669998,78.669998,5510100
2021-06-30,78.760002,79.279999,77.419998,78.949997,78.949997,5830000
2021-07-01,79.389999,80.025002,78.199997,79.860001,79.860001,7486200
2021-07-02,79.860001,80.540001,78.764999,79.309998,79.309998,6729100
2021-07-06,79.400002,81.669998,79.389999,80.290001,80.290001,8197700
2021-07-07,81.190002,81.769997,77.699997,77.720001,77.720001,7024500
2021-07-08,75.830002,76.410004,74.120003,75.879997,75.879997,11042800
2021-07-09,75.500000,77.150002,74.320000,76.989998,76.989998,7164000
2021-07-12,77.230003,77.889999,73.089996,73.339996,73.339996,12949300
2021-07-13,72.989998,73.610001,71.339996,72.110001,72.110001,12357500
2021-07-14,73.000000,73.489998,69.720001,69.760002,69.760002,8008100
2021-07-15,69.720001,72.110001,68.839996,70.029999,70.029999,7970900
2021-07-16,70.349998,70.470001,68.379997,68.730003,68.730003,6412100
2021-07-19,67.320000,71.669998,66.169998,71.360001,71.360001,10792000
2021-07-20,71.599998,71.890999,69.529999,71.430000,71.430000,7224800
2021-07-21,70.779999,72.330002,69.980003,72.230003,72.230003,7435600
2021-07-22,72.510002,73.080002,71.260002,72.709999,72.709999,5256400
2021-07-23,75.660004,77.919998,74.224998,76.910004,76.910004,15737100
2021-07-26,76.150002,77.239998,74.849998,76.489998,76.489998,6937900
2021-07-27,75.699997,77.290001,73.315002,74.290001,74.290001,7160900
2021-07-28,74.910004,76.870003,73.849998,76.650002,76.650002,7481400
2021-07-29,76.000000,76.497002,70.349998,72.040001,72.040001,27085000
2021-07-30,59.200001,60.880001,58.009998,58.900002,58.900002,76475500
2021-08-02,59.305000,59.599998,56.810001,57.119999,57.119999,25378600
2021-08-03,57.169998,60.049999,57.119999,60.009998,60.009998,24964900
2021-08-04,60.360001,60.939999,58.950001,60.130001,60.130001,14707800
2021-08-05,59.650002,60.900002,59.290001,60.330002,60.330002,10895200
2021-08-06,59.990002,60.779999,58.380001,58.779999,58.779999,8960800
2021-08-09,58.645000,59.410000,57.810001,58.849998,58.849998,7971900
2021-08-10,58.910000,59.000999,56.919998,57.240002,57.240002,11275400
2021-08-11,57.150002,57.299999,55.669998,56.799999,56.799999,12342900
2021-08-12,56.619999,57.209999,56.020000,56.759998,56.759998,5954300
2021-08-13,56.880001,57.092999,55.680000,56.060001,56.060001,8524300
2021-08-16,56.099998,56.631001,55.029999,56.310001,56.310001,8911100
2021-08-17,55.650002,56.259998,54.950001,56.099998,56.099998,8471300
2021-08-18,56.000000,56.369999,54.110001,54.150002,54.150002,9760300
2021-08-19,53.549999,54.230000,51.950001,52.599998,52.599998,11088500
2021-08-20,52.860001,54.220001,52.580002,53.860001,53.860001,7111800
2021-08-23,53.919998,54.970001,53.801998,54.730000,54.730000,6919600
2021-08-24,55.220001,55.360001,54.450001,55.180000,55.180000,5199100
2021-08-25,55.150002,56.229000,54.759998,56.169998,56.169998,6834500
2021-08-26,56.209999,57.779999,56.150002,57.240002,57.240002,10002200
2021-08-27,57.049999,57.450001,56.650002,57.220001,57.220001,8341600
2021-08-30,56.810001,57.000000,55.360001,56.490002,56.490002,7770100
2021-08-31,56.360001,56.830002,55.369999,55.570000,55.570000,12320900
2021-09-01,55.520000,58.160000,55.520000,56.990002,56.990002,8898500
2021-09-02,57.150002,57.549999,56.709999,56.880001,56.880001,7412800
2021-09-03,56.919998,56.919998,55.720001,56.590000,56.590000,4611200
2021-09-07,56.700001,56.939999,55.020000,55.740002,55.740002,7128300
2021-09-08,55.700001,56.250000,54.389999,54.410000,54.410000,7321100
2021-09-09,54.369999,55.415001,53.889999,55.119999,55.119999,6448500
2021-09-10,55.500000,55.990002,54.230000,54.240002,54.240002,4547400
2021-09-13,54.250000,55.320000,52.639999,55.130001,55.130001,9783300
2021-09-14,55.099998,55.590000,54.099998,54.430000,54.430000,5105400
2021-09-15,54.509998,54.509998,53.150002,54.230000,54.230000,5205300
2021-09-16,53.990002,54.570000,53.369999,54.209999,54.209999,4538800
2021-09-17,54.540001,55.000000,54.049999,54.770000,54.770000,8442700
2021-09-20,53.750000,53.990002,51.560001,52.509998,52.509998,10210000
2021-09-21,53.000000,53.480000,51.349998,52.419998,52.419998,10160100
2021-09-22,51.639999,54.599998,51.349998,54.180000,54.180000,8236500
2021-09-23,54.049999,55.090000,53.875000,54.020000,54.020000,5474300
2021-09-24,53.619999,54.470001,53.209999,54.200001,54.200001,5257500
2021-09-27,53.450001,53.770000,52.270000,53.770000,53.770000,5751300
2021-09-28,52.750000,53.160000,51.049999,51.950001,51.950001,8644800
2021-09-29,52.459999,52.799999,50.310001,50.369999,50.369999,6129500
2021-09-30,50.570000,51.599998,50.325001,50.950001,50.950001,5881200
2021-10-01,52.310001,54.029999,52.119999,52.619999,52.619999,8106800
2021-10-04,52.290001,52.310001,49.230000,49.619999,49.619999,10999000
2021-10-05,49.990002,50.740002,49.459999,50.000000,50.000000,8936100
2021-10-06,49.150002,50.919998,49.009998,50.360001,50.360001,5441500
2021-10-07,51.209999,52.470001,51.049999,51.810001,51.810001,6395800
2021-10-08,52.040001,52.904999,51.485001,51.639999,51.639999,4846300
2021-10-11,51.349998,51.869999,50.820000,50.930000,50.930000,4633000
2021-10-12,51.049999,51.660000,50.310001,51.410000,51.410000,5760600
2021-10-13,51.799999,52.060001,51.492001,51.570000,51.570000,5877100
2021-10-14,51.770000,53.400002,51.189999,52.520000,52.520000,7899400
2021-10-15,52.959999,53.273998,52.270000,52.669998,52.669998,4844000
2021-10-18,51.660000,53.919998,51.650002,53.590000,53.590000,9011900
2021-10-19,54.000000,56.200001,52.900002,55.580002,55.580002,11612600
2021-10-20,56.090000,66.000000,55.480000,62.680000,62.680000,113376300
2021-10-21,61.910000,62.369999,60.685001,61.349998,61.349998,28218700
2021-10-22,59.970001,60.369999,57.630001,58.060001,58.060001,16282300
2021-10-25,49.639999,51.389999,49.099998,50.680000,50.680000,46619100
2021-10-26,51.000000,51.189999,47.509998,47.889999,47.889999,21872300
2021-10-27,47.500000,48.040001,45.299999,45.360001,45.360001,21042900
2021-10-28,45.439999,46.290001,44.540001,45.610001,45.610001,15397700
2021-10-29,45.500000,45.610001,44.040001,44.639999,44.639999,12028800
2021-11-01,44.500000,45.900002,44.480000,45.259998,45.259998,14541500
2021-11-02,45.500000,45.505001,43.599998,44.349998,44.349998,11168200
2021-11-03,44.169998,45.083000,43.919998,44.680000,44.680000,7477400
2021-11-04,44.790001,45.490002,43.500000,43.639999,43.639999,16512100
2021-11-05,44.160000,46.980000,43.299999,46.220001,46.220001,22817600
2021-11-08,46.180000,47.040001,45.259998,46.560001,46.560001,11340300
2021-11-09,47.009998,47.910000,46.209999,46.639999,46.639999,7263900
2021-11-10,46.040001,47.139999,45.209999,45.860001,45.860001,7523200
2021-11-11,46.169998,46.299999,44.880001,45.009998,45.009998,7666600
2021-11-12,45.450001,46.180000,45.180000,45.959999,45.959999,5412400
2021-11-15,46.500000,48.860001,46.419998,47.939999,47.939999,10847400
2021-11-16,47.880001,49.095001,47.691002,48.790001,48.790001,8092400
2021-11-17,48.400002,48.630001,47.410000,47.470001,47.470001,5876200
2021-11-18,47.549999,47.605000,45.020000,46.000000,46.000000,10332700
2021-11-19,45.939999,46.570000,44.349998,44.759998,44.759998,6937400
2021-11-22,44.599998,44.660000,41.866001,43.070000,43.070000,12529100
2021-11-23,42.570000,43.070000,40.930000,41.770000,41.770000,11685300
2021-11-24,41.380001,42.763000,41.040001,42.340000,42.340000,8334500
2021-11-26,41.849998,42.889999,41.480999,42.799999,42.799999,5184700
2021-11-29,42.869999,43.240002,40.470001,40.540001,40.540001,13330500
2021-11-30,40.779999,41.709999,39.340000,40.060001,40.060001,13744100
2021-12-01,40.049999,40.290001,37.209999,37.290001,37.290001,12201300
2021-12-02,36.290001,38.000000,35.910000,37.580002,37.580002,11462100
2021-12-03,37.430000,37.459999,35.130001,35.840000,35.840000,11860500
2021-12-06,35.040001,38.259998,34.560001,37.820000,37.820000,11488800
2021-12-07,38.514000,39.842999,38.514000,38.680000,38.680000,7094800
2021-12-08,39.000000,41.230000,38.580002,40.520000,40.520000,8970100
2021-12-09,40.259998,41.131001,38.419998,38.750000,38.750000,7382900
2021-12-10,39.320000,39.330002,36.700001,37.259998,37.259998,7291000
2021-12-13,36.990002,37.349998,35.011002,36.040001,36.040001,11205000
2021-12-14,35.349998,36.330002,35.279999,35.619999,35.619999,9918600
2021-12-15,35.320000,36.299999,34.070000,36.049999,36.049999,10914100
2021-12-16,36.470001,36.900002,34.570000,34.930000,34.930000,12229600
2021-12-17,34.950001,37.294998,34.110001,36.509998,36.509998,12783700
2021-12-20,35.650002,36.310001,35.279999,35.759998,35.759998,10048800
2021-12-21,36.029999,36.980000,35.580002,36.740002,36.740002,9836600
2021-12-22,36.535000,38.599998,36.203999,37.259998,37.259998,13556900
2021-12-23,37.029999,37.660000,36.110001,37.419998,37.419998,6259000
2021-12-27,37.020000,37.810001,36.790001,36.930000,36.930000,7052500
2021-12-28,36.610001,37.900002,36.331001,36.520000,36.520000,7074000
2021-12-29,36.209999,36.570000,35.049999,35.950001,35.950001,6911000
2021-12-30,36.000000,38.625000,35.849998,37.950001,37.950001,9244300
2021-12-31,37.400002,38.200001,36.320000,36.349998,36.349998,6684600
